POLAKOMITI, GLAGOL
PREJAHAVŠI, PRILOG
DIJETETIKA, IMENICA
IZRAŽENIJI, PRIDJEV
SLAVLJENIK, IMENICA
ASTEROIDNI, PRIDJEV
SVINJARSKI, PRIDJEV
RAZGOLIĆEN, PRIDJEV
MILICIONAR, IMENICA
RAZAZNAVŠI, PRILOG
URASTAJUĆI, PRIDJEV
POTSDAMSKI, PRIDJEV
STIJEŠNJEN, PRIDJEV
INICIJATOR, IMENICA
SLAVKOVSKI, PRIDJEV
POHAĐAJUĆI, PRILOG
FRESKIRANI, PRIDJEV
ZAPRHUTATI, GLAGOL
NAPIRLITAN, IMENICA
MOLITVENIK, IMENICA
OMILJELOST, IMENICA
DEHIDRIRAN, PRIDJEV
UTAPLJANJE, IMENICA
JADIKOVATI, GLAGOL
DVOSMJERNO, PRILOG
ERODIRANJE, IMENICA
PODROVAVŠI, PRILOG
OSNIVATELJ, IMENICA
ZAŠTIĆIVAN, PRIDJEV
ČINOVNIČKI, PRIDJEV
KONDUKCIJA, IMENICA
ZASTAVNICA, IMENICA
ZANOVIJETI, GLAGOL
POPREČNJAK, IMENICA
RAZMAZAVŠI, IMENICA
JAGODNJAČA, IMENICA
ODEBLJANJE, IMENICA
PRESUĐIVAN, PRIDJEV
ISPREVRTAN, PRIDJEV
KARTONIRKA, IMENICA
SINOPTIČNO, PRILOG
IZVANREDNO, PRILOG
BLJEDUNJAV, PRIDJEV
TEOKRATSKI, PRIDJEV
ZADRŽIVOST, IMENICA
DOGUSTIVŠI, PRILOG
GAZIMESTAN, IMENICA
TROGIRANKA, IMENICA
POLUPRAVAC, IMENICA
POANTIRATI, IMENICA
NOVOSNOVAN, PRIDJEV
OHLAĐENIJI, PRIDJEV
OSPORAVATI, GLAGOL
TREPTELJKA, IMENICA
PROKISNUTI, GLAGOL
OSTARIVATI, GLAGOL
PERKUTORNI, PRIDJEV
PROŠULJATI, GLAGOL
DEMARKIRAN, PRIDJEV
OZELENJETI, GLAGOL
RELIKVIJAR, IMENICA
PEDAGOGIJA, IMENICA
DIREKTNIJI, PRIDJEV
KAMENJARKA, IMENICA
REVIZIJSKI, PRIDJEV
BOGOHULEĆI, PRILOG
SMOTRENIJI, PRIDJEV
ŠUPLJIKAST, PRIDJEV
AMPUTIRATI, GLAGOL
UPLETENOST, IMENICA
PREVAĐANJE, IMENICA
ISPLAZIVŠI, PRILOG
POLOMLJENI, PRIDJEV
DEGRESIVAN, PRIDJEV
NADARENOST, IMENICA
BJELONOKTI, PRIDJEV
POVRŠINSKI, PRIDJEV
PRAMČANICA, IMENICA
RAZJASNIJI, PRIDJEV
DIJAGONALA, IMENICA
RUSIZIRATI, GLAGOL
OMEKŠIVALO, IMENICA
PRELAŽENJE, IMENICA
SVIBANJSKI, PRIDJEV
KRITIČAREV, PRIDJEV
OTKOPČAVŠI, PRILOG
ENDOSEALNI, PRIDJEV
STVARAJUĆI, PRILOG
NUMERACIJA, IMENICA
OTARASIVŠI, PRILOG
MESIJANSKI, PRIDJEV
BJELOVRATI, PRIDJEV
DRHTAVICOJ, IMENICA
RASPORENJE, IMENICA
ČEGRTALJKA, IMENICA
PLATONIZAM, IMENICA
SASIJEČETI, GLAGOL
PATRISTIKA, IMENICA
BEŠĆUTNOST, IMENICA
ZAJEDNIČIN, PRIDJEV
PROSJAŠTVO, IMENICA
PROFILIRAN, PRIDJEV
ANTIKVAROV, PRIDJEV
NEVOLJKOST, IMENICA
BIENNALSKI, PRIDJEV
UDRUŽIVATI, GLAGOL
MARENDAVŠI, PRILOG
OKRVAVIVŠI, PRILOG
OPTJECANJE, IMENICA
ISPREPADAN, PRIDJEV
DOMAĆINSKI, PRIDJEV
IONIZACIJA, IMENICA
HERCEGOVAC, IMENICA
RAZMILJENI, PRIDJEV
KOMANČEROS, IMENICA
ZAJAUKNUTI, GLAGOL
HAMILTONOV, PRIDJEV
USTRAJANJE, IMENICA
INGVINALAN, PRIDJEV
PIMPLATITI, GLAGOL
TITRIRANJE, IMENICA
NETJELESAN, PRIDJEV
NAJRASNIJI, PRIDJEV
EGZALTIRAN, PRIDJEV
OŠTEĆUJUĆI, PRIDJEV
MASKIRAVŠI, PRILOG
SPECIJALAC, IMENICA
KRZNARSTVO, IMENICA
DOGOVORITI, GLAGOL
RASTROJITI, GLAGOL
UKRCAVANJE, IMENICA
INŽENJERCI, IMENICA
EKOTURIZAM, IMENICA
ODJEKNUVŠI, PRILOG
LAMELIRATI, IMENICA
REAKTORSKI, PRIDJEV
HANTAVIRUS, IMENICA
MNOGOKUTAN, PRIDJEV
PORTABILAN, PRIDJEV
RASTUŽIVAN, PRIDJEV
PREŽGANICA, IMENICA
RAZABIRATI, GLAGOL
OSTAVLJENI, PRIDJEV
ISTORIJSKI, PRIDJEV
RAZNORAZAN, PRIDJEV
RAZBUKTATI, GLAGOL
ISLANĐANIN, IMENICA
EROZIVNOST, IMENICA
PROTJERANI, PRIDJEV
IZLIJEČITI, GLAGOL
DROGIRAVŠI, PRILOG
LIHOPRSTAŠ, IMENICA
DUGOVANIJI, PRIDJEV
MEĐUOVISNO, PRILOG
SELEKTIVAN, PRIDJEV
PREMINUVŠI, PRILOG
CENTRALIST, IMENICA
RASPROSTRT, PRIDJEV
ZAGAĐIVATI, GLAGOL
NERJEŠAVAN, PRIDJEV
REMETINCOJ, IMENICA
RAZGORJETI, GLAGOL
POVAMPIREN, PRIDJEV
DIONIČARKI, PRIDJEV
OTKLONIVŠI, PRILOG
ZAVLADAVŠI, PRILOG
GRAMZIVIJI, PRIDJEV
SIMBIOZITI, GLAGOL
NAJEDANPUT, PRILOG
AMORALNIJI, PRIDJEV
OKAĐIVANJE, IMENICA
PINGVINSKI, PRIDJEV
ANTIKVARAN, PRIDJEV
ISPALJENJE, IMENICA
VRATARENJE, IMENICA
ZAOKRUŽENI, PRIDJEV
ISKAPČANJE, IMENICA
NAJPOSNIJI, PRIDJEV
DEGRADIRAN, PRIDJEV
NACIJEDITI, GLAGOL
VARIJACION, PRIDJEV
KOMBINIRKA, IMENICA
NOSNOSUZNI, PRIDJEV
PROBURAŽEN, PRIDJEV
KAMPANJSKI, PRIDJEV
PONUĐIVATI, GLAGOL
ODJEDRENJE, IMENICA
PODMAZIVAČ, IMENICA
KONGRESNIK, IMENICA
ISCRPLJENO, PRILOG
DIREKTIVAN, PRIDJEV
DOJAKOŠNJI, PRIDJEV
POSVAJANJE, IMENICA
UBJEĐIVATI, IMENICA
TAMNOZELEN, PRIDJEV
AKVITANIJA, IMENICA
KONFLIKTAN, PRIDJEV
BLANJEVINA, IMENICA
NADIMLJENI, PRIDJEV
UGLJARNICA, IMENICA
REZIDIRATI, GLAGOL
KINEMATSKI, PRIDJEV
OKRETALJKA, IMENICA
PRTLJAŽNIK, IMENICA
ZAPITOVATI, GLAGOL
KRASULJICA, IMENICA
PRESLOŽITI, GLAGOL
ČEPRKAJUĆI, PRIDJEV
TRAGIČNOST, IMENICA
TAMANITELJ, IMENICA
OKRENUTOST, IMENICA
MULTIPOLNI, PRIDJEV
OPALJIVATI, GLAGOL
GERMANOFIL, IMENICA
ZAINTAČITI, GLAGOL
DOZNAČIVAN, PRIDJEV
LIFERANTAN, PRIDJEV
NAJJADNIJI, PRIDJEV
ALESSANDRO, IMENICA
KOMANDOSKI, PRIDJEV
PREPLIVATI, GLAGOL
BROGLIEJEV, IMENICA
OŽALOSTITI, GLAGOL
SMRTOVNICA, IMENICA
ČITLJIVIJI, PRIDJEV
PRIČVRSTAK, IMENICA
ISKAPČANJE, IMENICA
ZAVARIVANI, PRIDJEV
NEUMRLJANO, IMENICA
PROKRČIVŠI, IMENICA
PREKRATITI, GLAGOL
DRAGOCJENA, IMENICA
PREPORODAN, PRIDJEV
NEUPOZOREN, IMENICA
VIDEONOSAČ, IMENICA
ODGAĐAJUĆI, PRILOG
POLUMRAČAN, PRIDJEV
FAŠIRAJUĆI, PRIDJEV
PRORAJTATI, GLAGOL
FINGIRANJE, IMENICA
SNELLIUSOV, PRIDJEV
BROZOVIĆEV, PRIDJEV
NOVOTARSKI, IMENICA
IZMORENIJI, PRIDJEV
PERIODIČNO, PRILOG
MONSTRANCA, IMENICA
VRAPČANSKI, PRIDJEV
PROSVJEDNI, PRIDJEV
ISKOLČENJE, IMENICA
UMJERAVATI, GLAGOL
KRIŽEVAČKI, PRIDJEV
ŠOKIRANOST, IMENICA
IZGREBAVŠI, PRILOG
UTEMELJITI, GLAGOL
SAŽIVJEVŠI, PRILOG
NEPJENASTI, PRIDJEV
UGLAČANOST, IMENICA
CJEPLJENIK, IMENICA
ŽDRIJEBATI, GLAGOL
SMOKVARICA, IMENICA
MRTVOROĐEN, PRIDJEV
NUDISTIČKI, PRIDJEV
OSTEOBLATI, GLAGOL
SPONZORSKI, PRIDJEV
DOJEDRIVŠI, PRILOG
RASKUŽIVŠI, PRILOG
DEŠAVAJUĆI, PRIDJEV
NESAVJESNI, PRIDJEV
CANTABRIJA, IMENICA
VJETROMJER, IMENICA
LEDENJAKOV, IMENICA
ELEKTRODAN, PRIDJEV
ŠTROPOTATI, GLAGOL
SINAPTIČKI, PRIDJEV
INOVIRANJE, IMENICA
PIPETIRATI, IMENICA
RAZMATRATI, GLAGOL
STARORUSKI, PRIDJEV
OSJEMENJEN, PRIDJEV
TURIZMOLOG, IMENICA
RASKALAŠEN, PRIDJEV
ZAPLIVAVŠI, PRILOG
ISPUMPAVŠI, PRILOG
NAJOPORIJI, PRIDJEV
NADIGNUVŠI, PRILOG
ŠEPESAJUĆI, GLAGOL
OTPREMNICA, IMENICA
ODSTRANJIV, IMENICA
BJELOKRVAN, PRIDJEV
RAČUNALJKA, IMENICA
RAZVLAČEĆI, PRILOG
MOMENTALNO, PRILOG
POLIKLORNI, PRIDJEV
DOKUSURITI, GLAGOL
KLJUČAJUĆI, GLAGOL
ODBJEGNUTI, PRIDJEV
SAMOŽIVOST, IMENICA
KORELIRATI, GLAGOL
NAZARETSKI, PRIDJEV
PROGRAMSKI, PRIDJEV
TOMISTIČKI, PRIDJEV
DIKALCIJEV, PRIDJEV
POŠLJUNČEN, PRIDJEV
POSLUČAJAN, PRIDJEV
TELEUSLUGA, IMENICA
SERVILNOST, IMENICA
POUBIJAVŠI, PRILOG
OBORUŽAVŠI, PRILOG
PROŠIVANJE, IMENICA
OPROŠTAJNI, PRIDJEV
POLONIJSKI, PRIDJEV
STALAGMITI, IMENICA
ZAČINJANJE, IMENICA
EPIGRAFIKA, IMENICA
DOGRABLJEN, PRIDJEV
INDIJANČEV, PRIDJEV
KLEVETNICA, IMENICA
SANACIJSKI, PRIDJEV
SUPOZICIJA, IMENICA
PRENOSILAC, IMENICA
SAMOVOLJAN, PRIDJEV
KOŠARAČITI, GLAGOL
GLAZBOVATI, GLAGOL
ZADUŠLJIVO, IMENICA
NEKOVINSKI, PRIDJEV
OBJASNIVŠI, PRILOG
STJERIVATI, GLAGOL
SILIRAJUĆI, PRIDJEV
KRVOTVORNI, PRIDJEV
RAZIGRAVŠI, PRILOG
GOSPODIČNA, IMENICA
NIGERIJSKI, PRIDJEV
OBNOVITELJ, IMENICA
PRIBLIŽITI, GLAGOL
ISUKRSTITI, GLAGOL
DOPLAĆIVAN, PRIDJEV
IZLIJEVATI, GLAGOL
LEGUMINOZA, IMENICA
KASTANJETE, IMENICA
CJELONOĆNI, PRIDJEV
BESPOMOĆAN, PRIDJEV
NEPRIPADAN, PRIDJEV
KOMPILIRAN, PRIDJEV
TARANTINOV, PRIDJEV
OGOLJENIJI, PRIDJEV
BESPOLNOST, IMENICA
NASAMARITI, GLAGOL
NEOPRANOST, IMENICA
ISPOVIJEST, IMENICA
OZRAČENIJI, PRIDJEV
REPATRIRAN, PRIDJEV
FINACIJSKI, PRIDJEV
PROLETJETI, GLAGOL
RAZLOMIVŠI, PRILOG
TERMOSFERA, IMENICA
SPELOVANJE, IMENICA
RODAMINSKI, PRIDJEV
JEDNOPOLNI, PRIDJEV
RASKOPČATI, GLAGOL
PRETEGNUTI, GLAGOL
JEDNOSATNI, PRIDJEV
OBILJEŽITI, GLAGOL
KARBOFURAN, IMENICA
EUROSUSTAV, IMENICA
DOSLOVNIJI, PRIDJEV
UPISIVANJE, IMENICA
SAPINJANJE, IMENICA
POZVONIVŠI, PRILOG
IZGLEDNIJI, PRIDJEV
BEZNADNIJI, PRIDJEV
NAMIJENJEN, PRIDJEV
TRANSFERNI, PRIDJEV
OGRANIČITI, GLAGOL
SEMINARSKI, PRIDJEV
POSLJEDNJI, PRIDJEV
SLIJETANJE, IMENICA
SPECIJALNI, PRIDJEV
POSVEĆENJE, IMENICA
UPARAVANJE, IMENICA
NEKADAŠNJI, PRIDJEV
ADENOVIRUS, IMENICA
ZAPETLJATI, GLAGOL
ISPUHUJUĆI, PRILOG
PERFORMANS, IMENICA
KOLAGENAZA, IMENICA
NADARENIJI, PRIDJEV
GRIPOZNOST, IMENICA
NEHABAJUĆI, PRIDJEV
SKLONJENJE, IMENICA
POTKUĆNICA, IMENICA
POLIZIVATI, GLAGOL
ODLIKOVATI, GLAGOL
KRAHIRANJE, IMENICA
BEZGLAVLJE, IMENICA
PRESADNICA, IMENICA
ZAPOMAZATI, GLAGOL
PREODGOJEN, PRIDJEV
PREPLOVITI, GLAGOL
SERVIRANJE, IMENICA
KONJOGOJAC, IMENICA
LIŠAVAJUĆI, GLAGOL
MIHALJINAC, IMENICA
SIMBOLIČAN, PRIDJEV
ADIPOZITET, IMENICA
SAŽIMLJUĆI, PRILOG
ULIJEPIVŠI, PRILOG
ODMAMLJENI, PRIDJEV
NELJUBAZAN, PRIDJEV
ZADOVOLJNI, PRIDJEV
UNIŽAVANJE, IMENICA
ZAVRIŠTATI, GLAGOL
PIKNOSPORE, IMENICA
UTRĐIVANJE, IMENICA
FUGIRAJUĆI, PRIDJEV
HERCEGOVKA, IMENICA
PROTUOTROV, IMENICA
OSNIVAJUĆI, PRIDJEV
UPORABNOST, IMENICA
KRIVOCRTAN, PRIDJEV
IZGARAJUĆI, PRIDJEV
MANDALJENI, PRIDJEV
NIŠTAVNIJI, PRIDJEV
RASPRODATI, GLAGOL
GOLIŠAVIJI, PRIDJEV
HARMONIKAŠ, IMENICA
RAZLUČLJIV, PRIDJEV
RAZVRSTANI, PRIDJEV
SIGNIRANJE, IMENICA
RUINIRAVŠI, PRILOG
RASPADANJE, IMENICA
NAPREDOVAL, IMENICA
EDSKAVATOR, IMENICA
NAGRĐENIJI, PRIDJEV
TEREFTALNI, PRIDJEV
DUGOVJEČAN, PRIDJEV
IZVESLAVŠI, PRILOG
PRETENZIJA, IMENICA
SLAVENOFIL, IMENICA
DEAKNVIRAN, PRIDJEV
POSTROJITI, GLAGOL
POLUCIPELA, IMENICA
KOKOŠINJAC, IMENICA
ZACIJENITI, GLAGOL
STANOVANJE, IMENICA
UMOLJAVATI, GLAGOL
PROTROMBIN, IMENICA
OTČITAVATI, GLAGOL
METAMORFAN, PRIDJEV
ALTERNANTA, IMENICA
PREKRŠTATI, GLAGOL
ZAPARENOST, IMENICA
PRIHODOVNI, PRIDJEV
RASPRŠLJIV, PRIDJEV
OPETOVANIM, PRIDJEV
LICEMJERJI, PRIDJEV
PROFESOROV, PRIDJEV
NABIJENIJI, PRIDJEV
SAMOOBRANA, IMENICA
GRABLJENJE, IMENICA
ISKRIVIVŠI, PRILOG
EKSHUMIRAN, PRIDJEV
AUTENTIČNI, PRIDJEV
GUSJENIČNI, PRIDJEV
PRIKLJUČKI, PRIDJEV
ODOLJELITI, GLAGOL
INSTANCIJA, IMENICA
DORUČKOVAN, PRIDJEV
NEUVIĐAVAN, PRIDJEV
ŠPANCIRATI, IMENICA
NENASLIKAN, PRIDJEV
TEGLENIČAR, IMENICA
ENERVENTAN, PRIDJEV
ZALUPLJENI, PRIDJEV
PRČEVITIJI, PRIDJEV
PRETURANJE, IMENICA
MLIJEČNOST, IMENICA
DUCHENNEOV, PRIDJEV
PLOVLJENJE, IMENICA
UZURPIRATI, GLAGOL
ZASLADIVŠI, PRILOG
KOMBINATOR, IMENICA
NABACUJUĆI, PRIDJEV
SULFOKSIDI, IMENICA
MARŠIRANJE, IMENICA
PUKOTINSKI, PRIDJEV
OZDRAVLJEN, PRIDJEV
JURISTIČKI, PRIDJEV
NAJBUČNIJI, PRIDJEV
OKSIDACIJE, IMENICA
OPERACIONI, PRIDJEV
POSTROŽITI, GLAGOL
UPOTREBITI, GLAGOL
TOKSINOGEN, PRIDJEV
KRAJIŠNICA, IMENICA
PODLETJETI, GLAGOL
HOMONIMIJA, IMENICA
DVOCIJEVNI, PRIDJEV
AMBULANTNI, PRIDJEV
DUGOKRILAC, IMENICA
REALIZMITI, GLAGOL
SUŽAVAJUĆI, PRILOG
DOČEKIVATI, GLAGOL
PRISTANSKI, PRIDJEV
KORAČAJUĆI, GLAGOL
NAPRAŠIVŠI, PRILOG
DOVEZIVATI, GLAGOL
KRASTAVOST, IMENICA
NEKIRURŠKI, PRIDJEV
MUSKOVITAN, PRIDJEV
IZUJEDAVŠI, PRILOG
IZBRUSIVŠI, PRILOG
OTHRVAVATI, GLAGOL
SURAĐUJUĆI, PRILOG
PEKKARINEN, IMENICA
HLAPIČINAC, IMENICA
ČERUPAJUĆI, PRILOG
ŠANSONIJER, IMENICA
NADLJUDSKI, PRIDJEV
NADVOJVODA, IMENICA
RUINIRANJE, IMENICA
PANSLAVIST, IMENICA
ESTIVACIJA, IMENICA
SABLAŽNJEN, PRIDJEV
FEMININOST, IMENICA
PREOSTAVŠI, PRILOG
DEPOCENTAR, IMENICA
MIROVNISKI, PRIDJEV
OSTEOLOŠKI, PRIDJEV
OKLJAŠTREN, PRIDJEV
RAZLISTATI, GLAGOL
NAKIĆENIJI, PRIDJEV
OLEOREZINA, IMENICA
DOHVATLJIV, PRIDJEV
DEPARTMENT, IMENICA
SLIKAVANJE, IMENICA
PRIČINIVŠI, PRILOG
BRITVETINA, IMENICA
POUČAVANJE, IMENICA
OTKOPČANJE, IMENICA
KOPULIRATI, GLAGOL
UVJERENIJI, PRIDJEV
POVIŠENIJI, PRIDJEV
MAŠTALAČKI, PRIDJEV
POBRATIVŠI, PRILOG
SAVJETNICA, IMENICA
GLOBALIZAM, IMENICA
BODLJIKAŠI, IMENICA
CARINARNIK, IMENICA
SAMOSTANAC, IMENICA
POSMATRATI, GLAGOL
TARIRAJUĆI, PRIDJEV
MARGINALAN, PRIDJEV
MEDVEDNICA, IMENICA
GOSPDARSKI, PRIDJEV
SKRUĆUJUĆI, PRILOG
JEDANAESTI, BROJ
UČINKOVITO, PRILOG
OSREDNJOST, IMENICA
ISTOKRAČAN, PRIDJEV
VRIJEĐANJI, PRIDJEV
NEOBAVEZNO, PRILOG
GNOJIDBITI, GLAGOL
BESKRVNIJI, PRIDJEV
NEORELIZAM, IMENICA
GRADAČAČKI, PRIDJEV
RASKRILITI, GLAGOL
PRIGRLJENI, PRIDJEV
ANTOLOGIJA, IMENICA
PRETKOŽICA, IMENICA
LUKOVIČAST, PRIDJEV
ŠPIJUNSTVO, IMENICA
VODODRŽIVI, PRIDJEV
DIREKTORAT, IMENICA
SKRAĆUJUĆI, PRILOG
EKLEKTIČKI, PRIDJEV
OTEGOTNIJI, PRIDJEV
TRUBLJENJE, IMENICA
ZLOKOBNICA, IMENICA
SENTENCIJA, IMENICA
ALOGARITAM, IMENICA
SKALABILAN, PRIDJEV
NAROGUŠITI, GLAGOL
NEBLOKIRAN, PRIDJEV
RAZVODNJEN, PRIDJEV
PREMOSNICA, IMENICA
ISKROLOVAC, IMENICA
NIKOLOVSKI, PRIDJEV
DARIVAJUĆI, PRIDJEV
FANJEVAČKI, PRIDJEV
JUDAISTIKA, IMENICA
NEBRIŽNOST, IMENICA
PRAGMATSKI, PRIDJEV
NEGORIVOST, IMENICA
UBRZAVANJE, IMENICA
POSUMNJATI, GLAGOL
AGRAVACIJA, IMENICA
BLJESKUTAV, PRIDJEV
SRAMOĆENJE, IMENICA
SUPERGRUPA, IMENICA
LOGISTIČAR, IMENICA
VIŠEKRATNI, PRIDJEV
NEIZRASTAO, IMENICA
ZATISNUVŠI, PRILOG
SREDIŠNJAK, IMENICA
MAKULATURA, IMENICA
ANTITIJELO, IMENICA
BLISTAJUĆI, PRILOG
OKRUŽUJUĆI, PRIDJEV
PLASIRANJE, IMENICA
RASTALIVŠI, PRILOG
PLOŠTIMICE, PRILOG
DERANŽIRAN, PRIDJEV
GOVORNIČKI, PRIDJEV
SVEŽDERSKI, PRIDJEV
PROVADJATI, GLAGOL
KOŠTUNJAČA, IMENICA
VANDALIZAM, IMENICA
SKUPLJANIN, IMENICA
LOVRINCITI, GLAGOL
KONTRAIGRA, IMENICA
TALLIJANKA, IMENICA
PREBIVALAC, IMENICA
NEHUMANIJI, PRIDJEV
STILISTIKA, IMENICA
NAFTALINKA, IMENICA
POKRŠTAVAN, PRIDJEV
ZAGALAMITI, GLAGOL
BIKONKAVNI, PRIDJEV
PERFORATOR, IMENICA
ODZVANJATI, GLAGOL
KOZIČAVOST, IMENICA
POKUPLJENI, PRIDJEV
SASTAVLJEN, PRIDJEV
KORAČNICOJ, IMENICA
LABIOVELAR, IMENICA
NACIONALAN, PRIDJEV
BASILICATA, IMENICA
JODOFORMNI, PRIDJEV
ATRAKTIVAN, PRIDJEV
POŠKAKLJAN, PRIDJEV
TAJLANDSKI, PRIDJEV
IRIOMOTSKI, PRIDJEV
IDIOPATSKI, PRIDJEV
UZAVIRANJE, IMENICA
PARKONAZOL, IMENICA
PRILJEPITI, GLAGOL
ĆERETAJUĆI, PRILOG
NAPUHAVATI, GLAGOL
EKTOPLAZMA, IMENICA
DIJAGENEZA, IMENICA
DVOJEZIČAN, PRIDJEV
HABSBURŠKI, PRIDJEV
UŽLIJEBITI, GLAGOL
KLADIONICA, IMENICA
NETRETIRAN, PRIDJEV
POKAJNIČKI, PRIDJEV
MASLENICOJ, IMENICA
MAĐARŠTINA, IMENICA
UREDNIŠTVO, IMENICA
UROĐENIČKI, PRIDJEV
PRECIZNOST, IMENICA
PRIDONOŠEN, PRIDJEV
ANTISEPTIK, IMENICA
KREMIRANJE, IMENICA
NAJHITNIJI, PRIDJEV
SUMNJIČAVO, PRILOG
NATUČENIJI, PRIDJEV
FAKTIČNOST, IMENICA
DANILOVSKI, PRIDJEV
JEDNOBOČNI, PRIDJEV
PREGIBANJE, IMENICA
MALOUMNIJI, PRIDJEV
NAVODITELJ, IMENICA
IMPUTIRATI, GLAGOL
PREVALJENI, PRIDJEV
PRIGOVARAN, PRIDJEV
NADRAŽIVŠI, IMENICA
NATJEČAJNI, PRIDJEV
NARICALJKA, IMENICA
KRADLJIVCA, IMENICA
DODAVAJUĆI, PRIDJEV
BRILJIRATI, GLAGOL
PERONOSPOR, IMENICA
RASPINJATI, GLAGOL
MEŠKOLJITI, GLAGOL
DOMAŠUJUĆI, PRILOG
SLIJEPLJEN, PRIDJEV
KATETERSKI, PRIDJEV
PRIKRPIVŠI, PRILOG
PRVOSTOLNI, PRIDJEV
DEMONTAŽNI, PRIDJEV
RADIOIZVOR, IMENICA
TRANSDUCER, IMENICA
SPORAZUMNO, PRILOG
LARMADŽIJA, IMENICA
ZASNOVAVŠI, PRILOG
ZAKRAČUNAN, PRIDJEV
LAKOVJERJE, IMENICA
NENAMJERAN, PRIDJEV
RAZGOROPAD, IMENICA
ZAPOMAŽUĆI, GLAGOL
NAKUPOVATI, GLAGOL
PERZIJANER, IMENICA
REZBARSTVO, IMENICA
RAZABRAVŠI, PRILOG
NADMETNUTI, GLAGOL
NEUZBURKAN, PRIDJEV
NADOMJESNI, PRIDJEV
MIKROCITNI, PRIDJEV
KONKAVNOST, IMENICA
REZERVOARI, IMENICA
NAZDRAVLJE, IMENICA
PRAGMATIKA, IMENICA
ISPARUJUĆI, PRILOG
FRIVOLNOST, IMENICA
EKSPRESIJA, IMENICA
STLAČIVOST, IMENICA
PRETPOBUDA, IMENICA
NEDOPUŠTAN, PRIDJEV
EKSTREMIST, IMENICA
REZBARENJE, IMENICA
JELJCINSKI, PRIDJEV
INTERMEDIA, IMENICA
LJULJUŠKAN, PRIDJEV
NAPREGNUTI, GLAGOL
ZAVODNIČKI, PRIDJEV
BATRGAJUĆI, PRILOG
ŠTAUBŠEĆER, IMENICA
PREMUDRITI, GLAGOL
TRIBOMETAR, IMENICA
KATAFOREZA, IMENICA
ZASTIDIVŠI, PRILOG
EKSPANZIJA, IMENICA
FILOLOGIJA, IMENICA
SAMURAJSKI, PRIDJEV
POLIMERSKI, PRIDJEV
ANTONIMSKI, PRIDJEV
ISKRCAVATI, GLAGOL
ODLIJEPITI, GLAGOL
PODVIKNEJA, IMENICA
ALUVIJALAN, PRIDJEV
INICIRAJUĆ, PRIDJEV
ULTRAVELIK, PRIDJEV
DISKUTIRAN, PRIDJEV
CEFACETRIL, IMENICA
EGOMANIJAK, IMENICA
EKONOMIZAM, IMENICA
BATINJANJE, IMENICA
RASKOPAVŠI, PRILOG
RAVNOTEŽNI, PRIDJEV
GEOPLETIVO, IMENICA
MAGELLIJEV, IMENICA
ISTRGANOST, IMENICA
REAKNVIRAN, PRIDJEV
ZAKLINJUĆI, PRILOG
OSCILOGRAF, IMENICA
UVEĆAVANJE, IMENICA
SVLADAVATI, GLAGOL
GEOFIZIČAR, IMENICA
IZPITIVATI, IMENICA
PRILEMLJEN, PRIDJEV
DUHOVITOST, IMENICA
IZBAVLJATI, GLAGOL
PRECRTAVAN, PRIDJEV
REFRAKCIJA, IMENICA
PARCIJALNI, PRIDJEV
POMJERIVŠI, PRILOG
MEĐUSPOJIV, PRIDJEV
LELUJAJUĆI, GLAGOL
RAZVRGNUĆE, IMENICA
ANDRIĆOLOG, IMENICA
GLUHONIJEM, PRIDJEV
TEZGARENJE, IMENICA
AUTOLIMARA, IMENICA
SAMOOVISAN, PRIDJEV
PRIPAJANJE, IMENICA
UHODAVANJE, IMENICA
KONCENTRAT, IMENICA
SOBOLEVSKI, PRIDJEV
BROMHEKSIN, IMENICA
PRESAVIJAN, PRIDJEV
EPIZOOTIJA, IMENICA
ODJEKUJUĆI, PRILOG
ZAOKRENUTI, GLAGOL
AMAGALMSKI, PRIDJEV
GLAZBENICI, IMENICA
ISHEMIJSKI, PRIDJEV
POSTIZAVAN, PRIDJEV
NEPROPISNI, PRIDJEV
PRESPOJENI, PRIDJEV
PRIKVAČITI, GLAGOL
FAUSTOVSKI, PRIDJEV
ZAZVIŽDATI, GLAGOL
PARENTALAN, PRIDJEV
TELOMERAZA, IMENICA
ULIJETANJE, IMENICA
LOKATORSKI, PRIDJEV
SPETLJAVŠI, PRILOG
NASLUĆIVAN, PRIDJEV
HIPSOMETAR, IMENICA
NESAVLADIV, PRIDJEV
POZLATIVŠI, PRILOG
NAMLJEVENI, PRIDJEV
LITURGIČKI, PRIDJEV
NENADLEŽAN, PRIDJEV
TOPOKEMIJA, IMENICA
ZATOČENICA, IMENICA
TROFOBLAST, IMENICA
KRITICIZAM, IMENICA
NASKOČIVŠI, PRILOG
MEĐUMREŽJE, IMENICA
POTROŠIVŠI, PRILOG
PREGORJETI, GLAGOL
SMRTONOSAN, PRIDJEV
RASTVARATI, GLAGOL
BEZBOJNIJI, PRIDJEV
SELAGINELA, IMENICA
POLUKOVINA, IMENICA
ROLLERBALL, IMENICA
AUSTRALIJA, IMENICA
FUNKCIJSKI, PRIDJEV
IZOSTALITI, GLAGOL
ANTIFEDING, IMENICA
DOGRĐIVATI, GLAGOL
VAZOMOCIJA, IMENICA
ODLUČIVOST, IMENICA
GADLJIVOST, IMENICA
OPSLUŽIVAN, PRIDJEV
NESTALNIJI, PRIDJEV
NEPROVEDIV, PRIDJEV
ODJEDANPUT, PRILOG
